possibleOriginalPartnumber;productcode;productname;productprice;addtocartbtn_replacement_text;productdescriptionshort;stockstatus;productweight;category;subCategory;url
M25010028, M250-10028, M250-10028;M25010028;M25010028;1068.610;;"GEAR: SPUR;OIL PUMP IDLER";33;0.5;Misc, Aircraft Parts;"GEAR: SPUR;OIL PUMP IDLER;, GEAR, ENGINES";https://shop.boeing.com/aviation-supply/p/M250-10028=64
M25010029, M250-10029;M25010029;M25010029;6168.720;;"GEARSHAFT: SPUR OIL PUMP;";0;0.5;Misc, Aircraft Parts;"GEARSHAFT: SPUR OIL PUMP;, GEARSHAFT";https://shop.boeing.com/aviation-supply/p/M250-10029=64
M25010032, M250-10032, M250-10032;M25010032;M25010032;1029.130;;"GEAR: SPUR;OIL PUMP IDLER";4;0.5;Misc, Aircraft Parts;"GEAR: SPUR;OIL PUMP IDLER;, GEAR, ENGINES";https://shop.boeing.com/aviation-supply/p/M250-10032=64
M25010037, M250-10037, M250-10037;M25010037;M25010037;3435.680;;MOUNT -REAR TURBINE GAS P;2;0.5;Misc, Aircraft Parts;MOUNT -REAR TURBINE GAS PROD A, MOUNT -REAR TURBINE GAS PROD A,, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10037=64
M25010041, M250-10041;M25010041;M25010041;6447.370;;"SHIELD: FIREWALL;HORZ;";2;0.5;Misc, Aircraft Parts;"SHIELD: FIREWALL;HORZ;, SHIELD";https://shop.boeing.com/aviation-supply/p/M250-10041=64
M25010046, M250-10046;M25010046;M25010046;4247.110;;"TUBE: COMPRESSOR;DISCHARG";0;0.5;Misc, Aircraft Parts;"TUBE: COMPRESSOR;DISCHARGE;, TUBE";https://shop.boeing.com/aviation-supply/p/M250-10046=64
M25010051, M250-10051;M25010051;M25010051;28408.500;;"SUPPORT: COMPRESSOR;FRT;";0;0.5;Misc, Aircraft Parts;"SUPPORT: COMPRESSOR;FRT;, SUPPORT";https://shop.boeing.com/aviation-supply/p/M250-10051=64
M25010052, M250-10052, M250-10052;M25010052;M25010052;31154.290;;"SUPPORT: COMPRESSOR;FRT;";9;0.5;Misc, Aircraft Parts;"SUPPORT: COMPRESSOR;FRT;, SUPPORT, ENGINES";https://shop.boeing.com/aviation-supply/p/M250-10052=64
M25010053, M250-10053;M25010053;M25010053;50906.450;;"SUPPORT: COMPRESSOR;REAR;";0;0.5;Misc, Aircraft Parts;"SUPPORT: COMPRESSOR;REAR;, SUPPORT";https://shop.boeing.com/aviation-supply/p/M250-10053=64
6735310-262;6735310262;6735310262;4.430;;RING: RETAINING,EXT,ST,;269;0.5;Aircraft Parts;RING;https://shop.boeing.com/aviation-supply/p/6735310-262=T5
6748072-737;6748072737;6748072737;45.300;;RING: RETAINING,INT ,ST,;52;0.5;Aircraft Parts;RING;https://shop.boeing.com/aviation-supply/p/6748072-737=T5
6748072-775;6748072775;6748072775;76.240;;RING: RETAINING,INT, 600 SERIES;3;0.5;Aircraft Parts;RING;https://shop.boeing.com/aviation-supply/p/6748072-775=T5
6748072-925;6748072925;6748072925;52.960;;RING: RETAINING,INT, 600 SERIES;41;0.5;Aircraft Parts;RING;https://shop.boeing.com/aviation-supply/p/6748072-925=T5
6749115-624;6749115624;6749115624;98.580;;NUT: SELF-LKG,;204;0.5;Aircraft Parts;NUT;https://shop.boeing.com/aviation-supply/p/6749115-624=T5
6749195-1032, 6749195-1032;67491951032;67491951032;142.550;;NUT: DBL HEX HD,SELF-LKG,ST,;89;0.5;Aircraft Parts;NUT, ENGINES;https://shop.boeing.com/aviation-supply/p/6749195-1032=T5
6783834P010, 6783834P010;6783834P010;6783834P010;5459.170;;SLEEVE:,;0;0.5;Aircraft Parts;SLEEVE, ;https://shop.boeing.com/aviation-supply/p/6783834P010=T5
6783834P020, 6783834P020;6783834P020;6783834P020;5702.890;;SLEEVE:,;0;0.5;Aircraft Parts;SLEEVE, ;https://shop.boeing.com/aviation-supply/p/6783834P020=T5
6784900P003, 6784900P003, 6784900P003;6784900P003;6784900P003;373.400;;STUD:,;23;0.5;Aircraft Parts, Hardware;STUD, , ;https://shop.boeing.com/aviation-supply/p/6784900P003=T5
6800193-173;6800193173;6800193173;9.600;;CAP: PROTECTION,PL, DUST & MOISTURE;81;0.5;Aircraft Parts;CAP;https://shop.boeing.com/aviation-supply/p/6800193-173=T5
6800193-186;6800193186;6800193186;82.850;;CAP: PROTECTION,PL, DUST & MOISTURE;3;0.5;Aircraft Parts;CAP;https://shop.boeing.com/aviation-supply/p/6800193-186=T5
6800193-188;6800193188;6800193188;6.110;;CAP: PROTECTION,AL, DUST & MOISTURE;99;0.5;Aircraft Parts;CAP;https://shop.boeing.com/aviation-supply/p/6800193-188=T5
6800193-194;6800193194;6800193194;98.220;;CAP: PROTECTION,PL, DUST & MOISTURE;108;0.5;Aircraft Parts;CAP;https://shop.boeing.com/aviation-supply/p/6800193-194=T5
6800193-229;6800193229;6800193229;2.520;;CAP: PROTECTION,PL, DUST & MOISTURE;154;0.5;Aircraft Parts;CAP;https://shop.boeing.com/aviation-supply/p/6800193-229=T5
6800193-235;6800193235;6800193235;0.370;;CAP: PROTECTION,PL, DUST & MOISTURE;50;0.5;Aircraft Parts;CAP;https://shop.boeing.com/aviation-supply/p/6800193-235=T5
6812283-420;6812283420;6812283420;208.300;;NUT: SELF-LKG DRL HEX .250,;0;0.5;Aircraft Parts;NUT;https://shop.boeing.com/aviation-supply/p/6812283-420=T5
6812283-624;6812283624;6812283624;262.220;;NUT: HEX HD,SELF-LKG,ST,;7;0.5;Aircraft Parts;NUT;https://shop.boeing.com/aviation-supply/p/6812283-624=T5
6813010-202;6813010202;6813010202;463.050;;CONNECTOR: PLUG,AL SHELL, #10S STR ELECTRICAL;19;0.5;Aircraft Parts;CONNECTOR;https://shop.boeing.com/aviation-supply/p/6813010-202=T5
6813018-208;6813018208;6813018208;634.570;;PLUG: #18 STR ELEC,;63;0.5;Aircraft Parts;PLUG;https://shop.boeing.com/aviation-supply/p/6813018-208=T5
6818682-428;6818682428;6818682428;0;Please send RFQ to sales@145.aero for lead time;NUT - SELF-LKG 800 D,;0;0.01;Aircraft Parts;NUT - SELF-LKG 800 D,;https://shop.boeing.com/aviation-supply/p/6818682-428=T5
6841729-027, 6841729-027, 6841729-027;6841729027;6841729027;44.920;;STUD: STEPPED,;1178;0.5;Aircraft Parts, Hardware;STUD, , ENGINES;https://shop.boeing.com/aviation-supply/p/6841729-027=T5
6841732-187, 6841732-187;6841732187;6841732187;302.120;;STUD: STEPPED,DRILLED,2 DIA EN,;18;0.5;Aircraft Parts, Hardware;STUD, ;https://shop.boeing.com/aviation-supply/p/6841732-187=T5
6844830-428, 6844830-428;6844830428;6844830428;79.340;;NUT: SELF-LKG,HEX HD,;24;0.5;Aircraft Parts, Hardware;NUT, ;https://shop.boeing.com/aviation-supply/p/6844830-428=T5
6849524-1032;68495241032;68495241032;205.050;;NUT: SELF-LKG,;0;0.5;Aircraft Parts;NUT;https://shop.boeing.com/aviation-supply/p/6849524-1032=T5
6886430G160F342;6886430G160F342;6886430G160F342;252.000;;HOSE: TFE-CODED CONFIGURA,;15;0.5;Aircraft Parts;HOSE;https://shop.boeing.com/aviation-supply/p/6886430G160F342=T5
6892853P006, 6892853P006, 6892853P006;6892853P006;6892853P006;55.970;;STUD:,;25;0.5;Aircraft Parts, Hardware;STUD, , ;https://shop.boeing.com/aviation-supply/p/6892853P006=T5
AN121713;AN121713;AN121713;143.090;;PIN: STR,HEADLESS,ST,;0;0.5;Aircraft Parts;PIN;https://shop.boeing.com/aviation-supply/p/AN121713=T5
AS1033D121206;AS1033D121206;AS1033D121206;83.720;;TEE: REDUCER,FLARED TUBE,AL,;0;0.5;Aircraft Parts;TEE;https://shop.boeing.com/aviation-supply/p/AS1033D121206=T5
AS3208-03=R4;AS320803R4;AS320803R4;2.950;;ORING: FLUOROCARBON,75,;1;0.01;Rolls-Royce;ORING;https://shop.boeing.com/aviation-supply/p/AS3208-03=R4
AS3208-05=R4;AS320805R4;AS320805R4;12.540;;ORING: FLUOROCARBON,75,;52;0.01;Rolls-Royce;ORING;https://shop.boeing.com/aviation-supply/p/AS3208-05=R4
AS3209-014=R4;AS3209014R4;AS3209014R4;0.440;;ORING: FLUOROCARBON,75,;128;0.01;Rolls-Royce;ORING;https://shop.boeing.com/aviation-supply/p/AS3209-014=R4
AS3477-09=R4;AS347709R4;AS347709R4;7.730;;NUT: DBL HEX HD,SELF-LKG,ST, SIL PLATED;681;0.01;Rolls-Royce;NUT;https://shop.boeing.com/aviation-supply/p/AS3477-09=R4
AS4824N03=R4;AS4824N03R4;AS4824N03R4;6.910;;SEAL: CONICAL,FLARED TUBE,NI, 37DEG;35;0.02;Rolls-Royce;SEAL;https://shop.boeing.com/aviation-supply/p/AS4824N03=R4
AS4824N04=R4;AS4824N04R4;AS4824N04R4;4.200;;SEAL: CONICAL,FLARED TUBE,NI, 37DEG;5;0.01;Rolls-Royce;SEAL;https://shop.boeing.com/aviation-supply/p/AS4824N04=R4
AS4824N06=R4;AS4824N06R4;AS4824N06R4;0;Please send RFQ to sales@145.aero for lead time;SEAL: CONICAL,FLARED TUBE,NI, 37DEG;0;0.01;Rolls-Royce;SEAL;https://shop.boeing.com/aviation-supply/p/AS4824N06=R4
BVKIT2;BVKIT2;BVKIT2;0;Please send RFQ to sales@145.aero for lead time;KIT: SAL,AVIALL,;0;0.288;Aircraft Parts;KIT;https://shop.boeing.com/aviation-supply/p/BVKIT2=64
BVKIT2R, BVKIT2R;BVKIT2R;BVKIT2R;87.680;;KIT: ACCESSORY,CUSTOM, AVIALL KIT SHOP;5;0.5;Aircraft Parts;KIT, ENGINES;https://shop.boeing.com/aviation-supply/p/BVKIT2R=64
C30ENGAC1, C30ENGAC1;C30ENGAC1;C30ENGAC1;106.050;;KIT: ENGINE,KEYSTONE,;3;0.5;Aircraft Parts;KIT, ENGINES;https://shop.boeing.com/aviation-supply/p/C30ENGAC1=64
C40C47EN2, C40C47EN2;C40C47EN2;C40C47EN2;468.520;;KIT: HARDWARE,KEYSTONE, AVIALL KIT SHOP;15;0.5;Aircraft Parts;KIT, ENGINES;https://shop.boeing.com/aviation-supply/p/C40C47EN2=64
KITC20TURBINSTALL;KITC20TURBINSTALL;KITC20TURBINSTALL;0;Please send RFQ to sales@145.aero for lead time;KIT: INSTALL,TURBINE,C20, AVIALL KIT SHOP;0;0.389;Aircraft Parts;KIT;https://shop.boeing.com/aviation-supply/p/KITC20TURBINSTALL=64
M250-10056, M250-10056;M25010056;M25010056;7767.900;;BOLT: TIE,COMPRESSOR ROTOR,;3;0.5;Aircraft Parts;BOLT, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10056=64
M250-10058, M250-10058;M25010058;M25010058;726.850;;DAMPER: VIBRATION,COMPRESSOR,;5;0.5;Aircraft Parts;DAMPER, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10058=64
M250-10063, M250-10063;M25010063;M25010063;10865.100;;GEARSHAFT: SPUR,POWER TRAIN,;16;0.5;Aircraft Parts;GEARSHAFT, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10063=64
M250-10064;M25010064;M25010064;7846.110;;GEARSHAFT: STARTER GENERATOR,ASSEMBLY,;3;0.5;Aircraft Parts;GEARSHAFT;https://shop.boeing.com/aviation-supply/p/M250-10064=64
M250-10068, M250-10068;M25010068;M25010068;10071.610;;GEARSHAFT: SPUR,OIL PUMP,;0;0.5;Aircraft Parts;GEARSHAFT, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10068=64
M250-10070;M25010070;M25010070;9801.630;;GEARSHAFT: SPUR,ACCESSORY, DRIVE;0;0.5;Aircraft Parts;GEARSHAFT;https://shop.boeing.com/aviation-supply/p/M250-10070=64
M250-10073;M25010073;M25010073;9971.460;;GEAR: HELICAL,POWER TRAIN,;0;0.5;Aircraft Parts;GEAR;https://shop.boeing.com/aviation-supply/p/M250-10073=64
M250-10075;M25010075;M25010075;15203.780;;GEARSHAFT: HELICAL,TORQUE,;0;0.5;Aircraft Parts;GEARSHAFT;https://shop.boeing.com/aviation-supply/p/M250-10075=64
M250-10076, M250-10076;M25010076;M25010076;15288.600;;GEARSHAFT: HELICAL,TORQUE,;3;0.5;Aircraft Parts;GEARSHAFT, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10076=64
M250-10084, M250-10084;M25010084;M25010084;7041.950;;FIREWALL: VERT,ASSEMBLY,;8;0.5;Aircraft Parts;FIREWALL, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10084=64
M250-10100, M250-10100;M25010100;M25010100;4488.490;;SEAL, SERRATED - BALANCE PISTO,;13;0.5;Aircraft Parts;SEAL, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10100=R4
M250-10101, M250-10101;M25010101;M25010101;1006.800;;SLEEVE-SUPPORT, TURBINE GAS TU,;5;0.5;Aircraft Parts;SLEEVE-SUPPORT, TURBINE GAS TU,, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10101=64
M250-10120, M250-10120;M25010120;M25010120;633.290;;RACE: BEARING,INNER, 25MM ID X 13MM;7;0.5;Aircraft Parts;RACE, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10120=64
M250-10137-1, M250-10137-1;M250101371;M250101371;4308.320;;COUPLING: SPLINED,ADAPTER, COMPRESSOR;6;0.5;Aircraft Parts;COUPLING, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10137-1=64
M250-10141, M250-10141;M25010141;M25010141;4533.430;;LINER: COMB,ASSEMBLY,;16;0.5;Aircraft Parts;LINER, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10141=64
M250-10143, M250-10143;M25010143;M25010143;4023.240;;VANE & BAND: STG 1,ASSEMBLY,;0;0.5;Aircraft Parts;VANE & BAND, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10143=64
M250-10229, M250-10229;M25010229;M25010229;18851.620;;WHEEL: TURBINE,STG1,;1;0.5;Aircraft Parts;WHEEL, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10229=64
M250-10232, M250-10232;M25010232;M25010232;13.080;;PLATE: IDENTIFICATION, TU,;66;0.5;Aircraft Parts;PLATE, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10232=64
M250-10235, M250-10235;M25010235;M25010235;57.700;;PLATE: IDENTIFICATION,;22;0.5;Aircraft Parts;PLATE, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10235=64
M250-10328, M250-10328;M25010328;M25010328;3880.650;;BODY: PUMP,SEPARATOR PRESSURE, SCAVENGE OIL;0;0.5;Aircraft Parts;BODY, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10328=64
M250-10329;M25010329;M25010329;9032.550;;BODY: PUMP,SCAVENGE OIL,;0;0.5;Aircraft Parts;BODY;https://shop.boeing.com/aviation-supply/p/M250-10329=64
M250-10330, M250-10330;M25010330;M25010330;7258.010;;BODY: PUMP,OIL PRESSURE,;31;0.5;Aircraft Parts;BODY, ENGINES;https://shop.boeing.com/aviation-supply/p/M250-10330=64
MS922604, MS9226-04, MS9226-04, MS9226-04, MS9226-04;MS922604;MS922604;0;Please send RFQ to sales@145.aero for lead time;MS9226-04 WIRE SAFETY (1LB ROLL);0;1.12;"Cessna/Beechcraft Parts, Aircraft Parts, WIRE; SAFETY .032, Shop Supplies, Misc Hardware";"Cessna/Beechcraft Parts, WIRE, WIRE; SAFETY .032, WIRE LOCKING, Military Standard Safety Wire, , ";https://www.boeingdistribution.com/product/WIRE/MS9226-04-1LB/MS9226-04
AN101129, AN101129, AN101129, AN101129, AN101129;AN101129;AN101129;13.980;;HEX HEAD BOLT,CAD 18740 STEEL;47;0.5;Hardware, HEX HEAD BOLT,CAD 18740 STEEL, Aircraft Parts, HARDWARE, BOLT;, , BOLT, , BOLT;https://shop.boeing.com/aviation-supply/p/AN101129=T5
AN103706, AN103706, AN103706, AN103706, AN103706;AN103706;AN103706;27.960;;BOLT: HEX HD,ST, DRILLED;448;0.5;Hardware, Aircraft Parts, Misc, Bolts;", BOLT, BOLT: HEX HD;ST; DRILLED, Aeronautical Standard Bolt, , ENGINES";https://shop.boeing.com/aviation-supply/p/AN103706=64
AN103812, AN103812, AN103812, AN103812, AN103812;AN103812;AN103812;14.620;;BOLT: HEX HD,ST, DRILLED;0;0.5;Hardware, Aircraft Parts, HARDWARE, Misc, Bolts;, BOLT, , BOLT, Aeronautical Standard Machine Bolt, ;https://shop.boeing.com/aviation-supply/p/AN103812=T5
MS27183-6, MS27183-6, MS27183-6, MS271836, MS27183-6, MS27183-6, MS27183-6;MS271836;MS271836;0.830;;MS27183-6 F/W CAD;0;0.5;Hardware, Aircraft Parts, Misc, Washers;", WASHER, WASHER,FLAT,ROUND,STEEL,CAD.PLATED, WASHER: FLT;ST;, Military Standard Flat Washer, , ENGINES, ";https://shop.boeing.com/aviation-supply/p/MS27183-6=64
AN106714, AN106714, AN106714, AN106714;AN106714;AN106714;14.710;;BOLT: HEX HD,SS,;38;0.5;Hardware, Aircraft Parts, Bolts, Rolls-Royce;, BOLT,, Aeronautical Standard Machine Bolt, , BOLT;https://www.boeingdistribution.com/product/BOLT/AN106714/AN106714
MS9556-08, MS9556-08, MS9556-08, MS9556-08, MS9556-08, MS955608, MS9556-08, MS9556-08, MS9556-08;MS955608;MS955608;7.100;;MS9556-08;49;0.5;Hardware, BOLT,DBL HEX HD,NO FINISH A286, Aircraft Parts, Misc, Bolts, MS Bolts;, , , BOLT,, BOLT,MACHINE,DOUBLE HEX, BOLT, BOLT, Military Standard Machine Bolt, , , ENGINES;https://shop.boeing.com/aviation-supply/p/MS9556-08=64
MS35333-71, MS35333-71, MS35333-71, MS35333-71, MS35333-71, MS3533371, MS35333-71, MS35333-71, MS35333-71, MS35333-71, MS35333-71, MS35333-71;MS3533371;MS3533371;0.740;;/ #6 Mil-Spec Internal Tooth Lock Washers / 410 Stainless Steel;325;0.5;Aircraft Parts, WASHER,LOCK,PASSIVATED 410SS, HARDWARE, WASHER, Misc, Hardware, Washers, Lock Washers;Mack Fasteners - Military Spec Fasteners, , WASHER, , WASHER, WASHER LOCK, MS35333 Int. Tooth 410 SS, WASHER, LOCK, FLAT-INTERNAL TO, Military Standard Lock Washer, , , ENGINES, , WASHER, LOCK;https://shop.boeing.com/aviation-supply/p/MS35333-71=64
AN173C6, AN173C6, AN173C6, AN173C6, AN173C6;AN173C6;AN173C6;9.420;;NEW | UoM: Standard,Inches | MAX. FLATS WIDTH (HEAD): 0.377 | MIN. FLATS WIDTH (HEAD): 0.365 | MAX. HEAD THICKNESS: 0.141 | MIN. HEAD THICKNESS: 0.109 | MIN. WASHER FACE DIAMETER: 0.335 | MAX. BODY DIAMETER: 0.1894 | MIN. BODY DIAMETER: 0.1889 | NOMINAL G;752;0.5;BOLT, AN, Aircraft Parts, Misc, Bolts;Close Tolerance Aircraft Bolts, BOLT,, BOLT, Aeronautical Standard Bolt, , ENGINES;https://shop.boeing.com/aviation-supply/p/AN173C6=M1
AN107407, AN107407, AN107407, AN107407;AN107407;AN107407;61.920;;BOLT: HEX HD,SS,;34;0.5;Hardware, Aircraft Parts, Bolts, Rolls-Royce;, BOLT, Aeronautical Standard Machine Bolt, , BOLT;https://shop.boeing.com/aviation-supply/p/AN107407=T5
AN176H5A, AN176H5A, AN176H5A, AN176H5A;AN176H5A;AN176H5A;9.170;;NEW | UoM: Standard,Inches | MAX. FLATS WIDTH (HEAD): 0.565 | MIN. FLATS WIDTH (HEAD): 0.553 | MAX. HEAD THICKNESS: 0.235 | MIN. HEAD THICKNESS: 0.203 | MIN. WASHER FACE DIAMETER: 0.523 | MAX. BODY DIAMETER: 0.3742 | MIN. BODY DIAMETER: 0.3737 | NOMINAL G;46;0.5;Hardware, BOLT, AN, Aircraft Parts, Bolts;, Close Tolerance Aircraft Bolts, BOLT, Aeronautical Standard Bolt, ;https://www.boeingdistribution.com/product/BOLT/AN176H5A/AN176H5A
AN176H11A, AN176H11A, AN176H11A;AN176H11A;AN176H11A;16.290;;NEW | UoM: Standard,Inches | MAX. FLATS WIDTH (HEAD): 0.565 | MIN. FLATS WIDTH (HEAD): 0.553 | MAX. HEAD THICKNESS: 0.235 | MIN. HEAD THICKNESS: 0.203 | MIN. WASHER FACE DIAMETER: 0.523 | MAX. BODY DIAMETER: 0.3742 | MIN. BODY DIAMETER: 0.3737 | NOMINAL G;21;0.5;BOLT, AN, DRLD HEX HEAD BOLT,POLISH STL, Aircraft Parts, Bolts;Close Tolerance Aircraft Bolts, , BOLT, Aeronautical Standard Bolt;https://shop.boeing.com/aviation-supply/p/AN176H11A=T5
AN837-8J, AN837-8J, AN8378J, AN837-8J, AN837-8J, AN837-8J;AN8378J;AN8378J;150.130;;NEW;2;0.5;FITTING, AN, Aircraft Parts, Misc, Fittings, ELBOW;FITTING, AN, ELBOW, ELBOW, Aeronautical Standard Tube Elbow, ELBOW, , ENGINES, ELBOW;https://shop.boeing.com/aviation-supply/p/AN837-8J=64
AN924-8J, AN924-8J, AN924-8J, AN9248J, AN924-8J, AN924-8J, AN924-8J, AN924-8J, AN924-8J;AN9248J;AN9248J;15.470;;NEW;1431;0.5;FITTING, AN, Aircraft Parts, Hardware, Misc, Nuts, Fittings, NUT;FITTING, AN, NUT, FITTING,, NUT, TUBE, BULKHEAD, NUT, NUT TUBE BKHD AND UNIV FITTING, NUT, TUBE, BULKHEAD, Aeronautical Standard Plain Hexagon Nut, , , ENGINES, NUT;https://shop.boeing.com/aviation-supply/p/AN924-8J=M1
MS9034-06, MS9034-06, MS9034-06;MS903406;MS903406;8.100;;BOLT: FINISHED HD,IRON ALLOY, EXT WASHER;58;0.5;Hardware, Aircraft Parts, Bolts;, BOLT, Military Standard Bolt, ;https://www.boeingdistribution.com/product/BOLT/MS9034-06/MS9034-06
MS9034-07, MS9034-07, MS9034-07;MS903407;MS903407;7.370;;BOLT: FINISHED HD,IRON ALLOY, EXT WASHER;40;0.5;Hardware, Aircraft Parts, Bolts;, BOLT, Military Standard Bolt, ;https://shop.boeing.com/aviation-supply/p/MS9034-07=T5
MS9088-17, MS9088-17, MS908817, MS9088-17;MS908817;MS908817;12.420;;BOLT: HEX HD,ST,;39;0.5;Hardware, Aircraft Parts, Misc;", BOLT, BOLT: HEX HD;ST;, ENGINES";https://shop.boeing.com/aviation-supply/p/MS9088-17=64
MS9501-20, MS9501-20, MS950120, MS9501-20, MS9501-20;MS950120;MS950120;7.360;;BOLT: HEX HD,CRES, DRILLED;297;0.5;Hardware, Aircraft Parts, Misc, Bolts;", BOLT,, BOLT: HEX HD;CRES; DRILLED, Military Standard Bolt, , ENGINES";https://shop.boeing.com/aviation-supply/p/MS9501-20=64
MS9564-03, MS9564-03, MS956403, MS9564-03;MS956403;MS956403;45.010;;SCREW: DBL HEX HD,CRES, MACHINE,DRILLED;43;0.5;Hardware, Aircraft Parts, Misc, Screws;", SCREW, SCREW: DBL HEX HD;CRES; MACHIN, Military Standard Screw, ENGINES";https://shop.boeing.com/aviation-supply/p/MS9564-03=64
ST1283P003, ST1283P003;ST1283P003;ST1283P003;26.490;;STUD:,;0;0.5;Hardware, Aircraft Parts;, STUD;https://shop.boeing.com/aviation-supply/p/ST1283P003=T5
AN106511, AN106511, AN106511, AN106511;AN106511;AN106511;6.150;;BOLT, .250-28 X .812 LG;84;0.5;BOLT, .250-28 X .812 LG, Aircraft Parts, Bolts, Rolls-Royce;, BOLT, Aeronautical Standard Machine Bolt, , BOLT;https://www.boeingdistribution.com/product/BOLT/AN106511/AN106511
AN117003, AN117003, AN117003;AN117003;AN117003;2.100;;SCREW,OVAL-FLSTR HEAD,CAD ST;0;0.5;SCREW,OVAL-FLSTR HEAD,CAD ST, Aircraft Parts, Screws;, SCREW, Aeronautical Standard Machine Screw, ;https://military-fasteners.com/screws/machine+screws/AN117003
MS171592, MS171592, MS171592, MS171592, MS171592;MS171592;MS171592;1.700;;PIN,SPRING,SLOT,PASSIVATED SS;100;0.5;PIN,SPRING,SLOT,PASSIVATED SS, Aircraft Parts, Misc;", PIN, PIN: SPRING;CRES;, , ENGINES";https://shop.boeing.com/aviation-supply/p/MS171592=64
MS9025-15, MS9025-15, MS9025-15, MS902515, MS9025-15, MS9025-15;MS902515;MS902515;2.080;;CLAMP, LOOP TYPE SUPP;0;0.5;CLAMP, LOOP TYPE SUPP, Aircraft Parts, CLAMP, Misc, Clamps;, CLAMP, CLAMP, CLAMP, Military Standard Loop Clamp, CLAMP, CLAMP;https://shop.boeing.com/aviation-supply/p/MS9025-15=T5
213KIT, 213KIT;213KIT;213KIT;0;Please send RFQ to sales@145.aero for lead time;KIT: SAL,AVIALL,;0;1.036;Aircraft Parts, Misc;KIT, KIT SAL NOT AVAILABLE;https://shop.boeing.com/aviation-supply/p/213KIT=64
23034926=R4;23034926R4;23034926R4;2901.260;;THERMOCOUPLE: GAS PRODUCE,;12;1.37;Rolls-Royce;THERMOCOUPLE;https://shop.boeing.com/aviation-supply/p/23034926=R4
23052955=R4;23052955R4;23052955R4;4.090;;GASKET: TYPE XI,;1;0.01;Rolls-Royce;GASKET;https://shop.boeing.com/aviation-supply/p/23052955=R4
23053263=R4;23053263R4;23053263R4;6.380;;GASKET: THERMOCOUPLE,TURBINE,;0;0.01;Rolls-Royce;GASKET;https://shop.boeing.com/aviation-supply/p/23053263=R4
23053993=R4;23053993R4;23053993R4;5.060;;GASKET: 3 BOLT,;0;0.08;Rolls-Royce;GASKET;https://shop.boeing.com/aviation-supply/p/23053993=R4
23065485-990=R4;23065485990R4;23065485990R4;9566.370;;PACKING: CERAMIC,99FT RL, BRAIDED ROPE,DO NOT CUT;0;1;Rolls-Royce;PACKING;https://shop.boeing.com/aviation-supply/p/23065485-990=R4
23066708-024, 23066708024, 23066708-024;23066708024;23066708024;393.260;;SHIM: NOZZLE,TURBINE,STG1,;17;0.5;Aircraft Parts, Misc;"SHIM, SHIM: NOZZLE;TURBINE;STG1;, ENGINES";https://shop.boeing.com/aviation-supply/p/23066708-024=64
23073353=MEEXCH;23073353MEEXCH;23073353MEEXCH;5453.000;;VALVE: BLEED,COMPRESSOR,C30, EXCH;0;1.96;Rolls-Royce;VALVE;https://shop.boeing.com/aviation-supply/p/23073353=MEEXCH
23079072=R4;23079072R4;23079072R4;104.670;;SEAL: PLAIN,ENCASED,1.5IN DIA,;5;0.09;Rolls-Royce;SEAL;https://shop.boeing.com/aviation-supply/p/23079072=R4
23085138-2=R4;230851382R4;230851382R4;164.590;;ORIFICE: VENT,DIFFUSER,;0;0.09;Rolls-Royce;ORIFICE;https://shop.boeing.com/aviation-supply/p/23085138-2=R4
23085138-6=R4;230851386R4;230851386R4;164.590;;ORIFICE: VENT,DIFFUSER,;1;0.09;Rolls-Royce;ORIFICE;https://shop.boeing.com/aviation-supply/p/23085138-6=R4
6748072-137, 6748072137, 6748072-137;6748072137;6748072137;14.460;;RING, RETAINING, INTERNA,;17;0.5;Aircraft Parts, Misc;"RING, RETAINING, INTERNA,, RING; RETAINING; INTERNA;, ENGINES";https://shop.boeing.com/aviation-supply/p/6748072-137=64
6748072-157, 6748072157, 6748072-157;6748072157;6748072157;22.320;;RING: RETAINING,INT,;23;0.5;Aircraft Parts, Misc;"RING, RING: RETAINING;INT;, ENGINES";https://shop.boeing.com/aviation-supply/p/6748072-157=64
6748072-337, 6748072337, 6748072-337;6748072337;6748072337;38.930;;RING: RETAINING,INT,;343;0.5;Aircraft Parts, Misc;"RING, RING: RETAINING;INT;, ENGINES";https://shop.boeing.com/aviation-supply/p/6748072-337=64
